Index,User,Scenario,FEATURE,THPARTY,WTP,ORDPREF,PROFFER
3455,144,12,1,1,1,0,2.49
3456,145,1,0,0,0,0,0.74
3457,145,1,1,1,1,0,0.74
3458,145,2,0,1,0,0,2.24
3459,145,2,1,0,0,0,2.24
3460,145,3,0,0,0,0,1.99
3461,145,3,1,0,0,0,1.99
3462,145,4,0,1,0,0,1.49
3463,145,4,1,0,0,0,1.49
3464,145,5,0,0,0,0,2.99
3465,145,5,1,0,0,0,2.99
3466,145,6,0,1,0,0,0.74
3467,145,6,1,0,1,0,0.74
3468,145,7,0,0,0,0,2.74
3469,145,7,1,0,0,0,2.74
3470,145,8,0,1,1,0,2.49
3471,145,8,1,1,1,0,2.49
3472,145,9,0,1,0,0,1.24
3473,145,9,1,1,1,0,1.24
3474,145,10,0,0,0,0,0.49
3475,145,10,1,0,1,0,0.49
3476,145,11,0,1,0,0,2.24
3477,145,11,1,0,0,0,2.24
3478,145,12,0,0,0,0,2.24
3479,145,12,1,1,0,0,2.24
3480,146,1,0,0,0,0,0.99
3481,146,1,1,0,0,0,0.99
3482,146,2,0,1,0,0,0.74
3483,146,2,1,1,1,0,0.74
3484,146,3,0,0,0,0,2.49
3485,146,3,1,0,0,0,2.49
3486,146,4,0,0,0,0,0.99
3487,146,4,1,0,1,0,0.99
3488,146,5,0,1,0,0,0.49
3489,146,5,1,0,1,0,0.49
3490,146,6,0,1,1,0,1.74
3491,146,6,1,1,1,0,1.74
3492,146,7,0,0,0,0,2.99
3493,146,7,1,0,1,0,2.99
3494,146,8,0,1,0,0,1.99
3495,146,8,1,0,1,0,1.99
3496,146,9,0,0,0,0,0.99
3497,146,9,1,1,1,0,0.99
3498,146,10,0,0,0,0,1.24
3499,146,10,1,0,1,0,1.24
3500,146,11,0,1,1,0,0.99
3501,146,11,1,1,0,0,0.99
3502,146,12,0,1,0,0,0.74
3503,146,12,1,0,1,0,0.74
3504,147,1,0,0,0,0,0.49
3505,147,1,1,0,1,0,0.49
3506,147,2,0,1,0,0,1.24
3507,147,2,1,1,0,0,1.24
3508,147,3,0,1,0,0,0.49
3509,147,3,1,1,0,0,0.49
3510,147,4,0,1,1,0,2.24
3511,147,4,1,1,1,0,2.24
3512,147,5,0,1,1,0,2.74
3513,147,5,1,0,1,0,2.74
3514,147,6,0,0,1,0,2.74
3515,147,6,1,1,0,0,2.74
3516,147,7,0,1,0,0,2.24
3517,147,7,1,0,1,0,2.24
3518,147,8,0,0,0,0,0.49
3519,147,8,1,1,1,0,0.49
3520,147,9,0,1,0,0,2.99
3521,147,9,1,0,1,0,2.99
3522,147,10,0,1,1,0,2.74
3523,147,10,1,1,0,0,2.74
3524,147,11,0,0,1,0,1.49
3525,147,11,1,0,1,0,1.49
3526,147,12,0,0,1,0,1.99
3527,147,12,1,1,0,0,1.99
3528,148,1,0,1,0,0,1.49
3529,148,1,1,1,0,0,1.49
3530,148,2,0,0,1,0,2.49
3531,148,2,1,1,0,0,2.49
3532,148,3,0,1,0,0,2.99
3533,148,3,1,1,1,0,2.99
3534,148,4,0,1,0,0,0.24
3535,148,4,1,1,1,0,0.24
3536,148,5,0,1,1,0,2.24
3537,148,5,1,1,0,0,2.24
3538,148,6,0,0,0,0,0.74
3539,148,6,1,1,1,0,0.74
3540,148,7,0,0,0,0,0.99
3541,148,7,1,0,1,0,0.99
3542,148,8,0,0,0,0,1.49
3543,148,8,1,0,1,0,1.49
3544,148,9,0,0,0,0,1.49
3545,148,9,1,1,1,0,1.49
3546,148,10,0,1,0,0,0.24
3547,148,10,1,0,0,0,0.24
3548,148,11,0,0,0,0,0.49
3549,148,11,1,0,0,0,0.49
3550,148,12,0,0,0,0,0.24
3551,148,12,1,1,0,0,0.24
3552,149,1,0,0,0,0,2.99
3553,149,1,1,1,1,0,2.99
3554,149,2,0,0,0,0,1.99
3555,149,2,1,1,0,0,1.99
3556,149,3,0,1,0,0,2.99
3557,149,3,1,1,0,0,2.99
3558,149,4,0,0,1,0,2.49
3559,149,4,1,1,1,0,2.49
3560,149,5,0,0,1,0,0.99
3561,149,5,1,0,0,0,0.99
3562,149,6,0,0,0,0,1.99
3563,149,6,1,0,1,0,1.99
3564,149,7,0,1,0,0,2.24
3565,149,7,1,1,1,0,2.24
3566,149,8,0,0,0,0,2.74
3567,149,8,1,1,0,0,2.74
3568,149,9,0,1,1,0,0.99
3569,149,9,1,1,0,0,0.99
3570,149,10,0,0,0,0,2.24
3571,149,10,1,1,0,0,2.24
3572,149,11,0,1,0,0,0.24
3573,149,11,1,0,0,0,0.24
3574,149,12,0,1,0,0,1.24
3575,149,12,1,0,0,0,1.24
3576,150,1,0,1,1,0,1.49
3577,150,1,1,1,1,0,1.49
3578,150,2,0,0,1,0,2.49
3579,150,2,1,1,0,0,2.49
3580,150,3,0,1,0,0,0.74
3581,150,3,1,1,0,0,0.74
3582,150,4,0,1,0,0,1.99
3583,150,4,1,0,0,0,1.99
3584,150,5,0,1,1,0,2.99
3585,150,5,1,0,0,0,2.99
3586,150,6,0,0,0,0,2.24
3587,150,6,1,0,1,0,2.24
3588,150,7,0,0,0,0,1.24
3589,150,7,1,0,1,0,1.24
3590,150,8,0,1,0,0,1.49
3591,150,8,1,0,0,0,1.49
3592,150,9,0,1,1,0,0.24
3593,150,9,1,1,1,0,0.24
3594,150,10,0,0,0,0,0.74
3595,150,10,1,0,0,0,0.74
3596,150,11,0,1,1,0,2.74
3597,150,11,1,0,1,0,2.74
3598,150,12,0,0,0,0,1.74
3599,150,12,1,1,1,0,1.74
3600,151,1,0,1,0,0,0.49
3601,151,1,1,0,0,0,0.49
3602,151,2,0,0,0,0,1.99
3603,151,2,1,1,1,0,1.99
3604,151,3,0,0,1,0,1.24
3605,151,3,1,1,1,0,1.24
3606,151,4,0,0,1,0,2.24
3607,151,4,1,0,0,0,2.24
3608,151,5,0,0,0,0,1.24
3609,151,5,1,0,0,0,1.24
3610,151,6,0,0,1,0,0.49
3611,151,6,1,1,0,0,0.49
3612,151,7,0,0,0,0,2.99
3613,151,7,1,1,0,0,2.99
3614,151,8,0,0,0,0,0.74
3615,151,8,1,1,1,0,0.74
3616,151,9,0,1,0,0,1.24
3617,151,9,1,1,1,0,1.24
3618,151,10,0,0,0,0,1.99
3619,151,10,1,0,0,0,1.99
3620,151,11,0,0,0,0,2.74
3621,151,11,1,1,0,0,2.74
3622,151,12,0,1,0,0,2.49
3623,151,12,1,1,1,0,2.49
3624,152,1,0,0,0,0,0.74
3625,152,1,1,0,0,0,0.74
3626,152,2,1,1,1,0,2.74
3627,152,2,1,0,1,0,2.74
3628,152,3,0,1,0,0,0.99
3629,152,3,1,0,0,0,0.99
3630,152,4,0,1,0,0,1.74
3631,152,4,1,0,1,0,1.74
3632,152,5,0,1,1,0,0.49
3633,152,5,1,0,0,0,0.49
3634,152,6,0,0,1,0,0.49
3635,152,6,1,0,0,0,0.49
3636,152,7,0,1,0,0,1.99
3637,152,7,1,1,1,0,1.99
3638,152,8,0,0,0,0,1.74
3639,152,8,1,0,0,0,1.74
3640,152,9,0,0,1,0,1.24
3641,152,9,1,0,1,0,1.24
3642,152,10,0,0,0,0,2.99
3643,152,10,1,0,1,0,2.99
3644,152,11,0,1,0,0,2.24
3645,152,11,1,1,1,0,2.24
3646,152,12,0,1,1,0,2.49
3647,152,12,1,0,0,0,2.49
3648,153,1,0,1,0,0,1.49
3649,153,1,1,1,0,0,1.49
3650,153,2,0,0,1,0,0.49
3651,153,2,1,0,0,0,0.49
3652,153,3,0,1,0,0,1.99
3653,153,3,1,1,1,0,1.99
3654,153,4,0,1,0,0,2.24
3655,153,4,1,0,1,0,2.24
3656,153,5,0,1,1,0,1.24
3657,153,5,1,0,1,0,1.24
3658,153,6,0,1,1,0,0.99
3659,153,6,1,0,0,0,0.99
3660,153,7,0,1,1,0,1.24
3661,153,7,1,1,0,0,1.24
3662,153,8,0,1,0,0,0.24
3663,153,8,1,0,1,0,0.24
3664,153,9,0,0,0,0,0.49
3665,153,9,1,0,0,0,0.49
3666,153,10,0,1,1,0,2.49
3667,153,10,1,0,1,0,2.49
3668,153,11,0,0,1,0,2.99
3669,153,11,1,1,1,0,2.99
3670,153,12,0,1,0,0,2.49
3671,153,12,1,0,0,0,2.49
3672,154,1,0,0,0,0,0.49
3673,154,1,1,1,1,0,0.49
3674,154,2,0,1,0,0,0.49
3675,154,2,1,0,1,0,0.49
3676,154,3,0,0,0,0,0.74
3677,154,3,1,1,0,0,0.74
3678,154,4,0,0,0,0,2.49
3679,154,4,1,1,0,0,2.49
3680,154,5,0,1,1,0,1.74
3681,154,5,1,0,1,0,1.74
3682,154,6,0,0,1,0,1.74
3683,154,6,1,1,1,0,1.74
3684,154,7,0,0,1,0,1.24
3685,154,7,1,1,0,0,1.24
3686,154,8,0,0,0,0,0.49
3687,154,8,1,0,1,0,0.49
3688,154,9,0,1,0,0,2.24
3689,154,9,1,1,1,0,2.24
3690,154,10,0,0,1,0,2.99
3691,154,10,1,0,0,0,2.99
3692,154,11,0,1,0,0,1.74
3693,154,11,1,0,1,0,1.74
3694,154,12,0,1,0,0,2.49
3695,154,12,1,1,1,0,2.49
3696,155,1,0,1,0,0,0.49
3697,155,1,1,1,1,0,0.49
3698,155,2,0,0,0,0,2.24
3699,155,2,1,0,1,0,2.24
3700,155,3,0,0,0,0,2.24
3701,155,3,1,0,1,0,2.24
3702,155,4,0,1,0,0,2.49
3703,155,4,1,1,1,0,2.49
3704,155,5,0,1,1,0,1.49
3705,155,5,1,1,1,0,1.49
3706,155,6,0,1,0,0,2.24
3707,155,6,1,0,1,0,2.24
3708,155,7,0,0,1,0,1.74
3709,155,7,1,1,1,0,1.74
3710,155,8,0,0,0,0,2.99
3711,155,8,1,0,1,0,2.99
3712,155,9,0,1,0,0,1.24
3713,155,9,1,0,0,0,1.24
3714,155,10,0,0,0,0,2.74
3715,155,10,1,1,0,0,2.74
3716,155,11,0,1,0,0,2.99
3717,155,11,1,1,0,0,2.99
3718,155,12,0,0,1,0,0.74
3719,155,12,1,0,1,0,0.74
3720,156,1,0,0,0,0,1.24
3721,156,1,1,0,1,0,1.24
3722,156,2,0,1,0,0,2.49
3723,156,2,1,0,1,0,2.49
3724,156,3,0,1,1,0,2.74
3725,156,3,1,1,1,0,2.74
3726,156,4,0,0,0,0,0.24
3727,156,4,1,1,1,0,0.24
3728,156,5,0,0,0,0,2.74
3729,156,5,1,1,0,0,2.74
3730,156,6,0,1,0,0,0.99
3731,156,6,1,0,1,0,0.99
3732,156,7,0,1,0,0,1.49
3733,156,7,1,1,1,0,1.49
3734,156,8,0,1,0,0,1.74
3735,156,8,1,1,0,0,1.74
3736,156,9,0,0,0,0,0.49
3737,156,9,1,1,0,0,0.49
3738,156,10,0,1,0,0,1.99
3739,156,10,1,0,1,0,1.99
3740,156,11,0,1,0,0,1.99
3741,156,11,1,1,0,0,1.99
3742,156,12,0,0,1,0,0.74
3743,156,12,1,0,0,0,0.74
3744,157,1,0,0,1,0,0.99
3745,157,1,1,0,1,0,0.99
3746,157,2,0,0,1,0,1.49
3747,157,2,1,1,0,0,1.49
3748,157,3,0,1,1,0,2.99
3749,157,3,1,1,1,0,2.99
3750,157,4,0,0,1,0,2.74
3751,157,4,1,1,1,0,2.74
3752,157,5,0,0,0,0,2.24
3753,157,5,1,1,0,0,2.24
3754,157,6,0,1,1,0,1.99
3755,157,6,1,0,1,0,1.99
3756,157,7,0,1,1,0,1.74
3757,157,7,1,1,0,0,1.74
3758,157,8,0,0,0,0,0.99
3759,157,8,1,0,0,0,0.99
3760,157,9,0,1,1,0,0.74
3761,157,9,1,0,0,0,0.74
3762,157,10,0,1,0,0,2.24
3763,157,10,1,0,1,0,2.24
3764,157,11,0,1,0,0,2.49
3765,157,11,1,1,0,0,2.49
3766,157,12,0,0,0,0,2.24
3767,157,12,1,0,1,0,2.24
3768,158,1,0,1,0,0,2.24
3769,158,1,1,1,1,0,2.24
3770,158,2,0,0,0,0,0.74
3771,158,2,1,0,0,0,0.74
3772,158,3,0,0,0,0,0.49
3773,158,3,1,0,1,0,0.49
3774,158,4,0,1,0,0,0.74
3775,158,4,1,1,0,0,0.74
3776,158,5,1,1,1,0,2.74
3777,158,5,1,1,1,0,2.74
3778,158,6,0,1,1,0,0.24
3779,158,6,1,1,0,0,0.24
3780,158,7,0,1,0,0,2.74
3781,158,7,1,0,1,0,2.74
3782,158,8,0,1,1,0,1.74
3783,158,8,1,1,1,0,1.74
3784,158,9,0,1,0,0,0.74
3785,158,9,1,1,1,0,0.74
3786,158,10,0,1,1,0,1.74
3787,158,10,1,1,1,0,1.74
3788,158,11,0,0,0,0,2.49
3789,158,11,1,1,1,0,2.49
3790,158,12,0,0,0,0,1.24
3791,158,12,1,0,0,0,1.24
3792,159,1,0,1,1,0,2.24
3793,159,1,1,1,0,0,2.24
3794,159,2,0,0,0,0,2.74
3795,159,2,1,1,0,0,2.74
3796,159,3,0,0,1,0,0.74
3797,159,3,1,0,1,0,0.74
3798,159,4,0,0,0,0,1.99
3799,159,4,1,1,0,0,1.99
3800,159,5,0,0,0,0,1.24
3801,159,5,1,1,0,0,1.24
3802,159,6,0,0,0,0,0.74
3803,159,6,1,0,1,0,0.74
3804,159,7,0,1,0,0,1.49
3805,159,7,1,1,0,0,1.49
3806,159,8,0,0,1,0,0.49
3807,159,8,1,0,0,0,0.49
3808,159,9,0,1,1,0,0.49
3809,159,9,1,1,0,0,0.49
3810,159,10,0,1,1,0,0.49
3811,159,10,1,0,0,0,0.49
3812,159,11,0,1,0,0,0.74
3813,159,11,1,1,1,0,0.74
3814,159,12,0,0,0,0,2.24
3815,159,12,1,0,1,0,2.24
3816,160,1,0,0,1,0,2.99
3817,160,1,1,0,0,0,2.99
3818,160,2,0,0,1,0,1.49
3819,160,2,1,1,1,0,1.49
3820,160,3,0,0,1,0,0.99
3821,160,3,1,1,1,0,0.99
3822,160,4,0,1,0,0,1.74
3823,160,4,1,0,0,0,1.74
3824,160,5,0,0,0,0,2.74
3825,160,5,1,1,1,0,2.74
3826,160,6,0,1,0,0,1.24
3827,160,6,1,0,0,0,1.24
3828,160,7,0,1,0,0,1.49
3829,160,7,1,0,1,0,1.49
3830,160,8,0,1,0,0,2.99
3831,160,8,1,1,1,0,2.99
3832,160,9,0,0,1,0,2.74
3833,160,9,1,1,0,0,2.74
3834,160,10,0,1,0,0,0.24
3835,160,10,1,0,1,0,0.24
3836,160,11,0,0,0,0,2.24
3837,160,11,1,0,1,0,2.24
3838,160,12,0,1,1,0,1.49
3839,160,12,1,1,1,0,1.49
3840,161,1,0,1,1,0,0.49
3841,161,1,1,1,1,0,0.49
3842,161,2,0,0,0,0,1.74
3843,161,2,1,0,0,0,1.74
3844,161,3,0,1,0,0,2.49
3845,161,3,1,1,0,0,2.49
3846,161,4,0,1,0,0,0.24
3847,161,4,1,0,0,0,0.24
3848,161,5,0,0,1,0,1.74
3849,161,5,1,1,1,0,1.74
3850,161,6,0,1,1,0,2.74
3851,161,6,1,0,1,0,2.74
3852,161,7,0,1,0,0,1.74
3853,161,7,1,1,0,0,1.74
3854,161,8,0,1,0,0,1.74
3855,161,8,1,0,0,0,1.74
3856,161,9,0,0,0,0,1.99
3857,161,9,1,0,0,0,1.99
3858,161,10,0,0,0,0,2.24
3859,161,10,1,1,0,0,2.24
3860,161,11,0,1,1,0,1.74
3861,161,11,1,0,1,0,1.74
3862,161,12,0,1,1,0,0.99
3863,161,12,1,0,0,0,0.99
3864,162,1,0,0,0,0,2.99
3865,162,1,1,0,0,0,2.99
3866,162,2,0,1,1,0,2.24
3867,162,2,1,1,1,0,2.24
3868,162,3,0,0,1,0,0.49
3869,162,3,1,1,0,0,0.49
3870,162,4,0,1,0,0,0.99
3871,162,4,1,0,1,0,0.99
3872,162,5,0,0,1,0,1.74
3873,162,5,1,0,0,0,1.74
3874,162,6,0,1,0,0,1.74
3875,162,6,1,0,0,0,1.74
3876,162,7,0,0,1,0,1.99
3877,162,7,1,1,1,0,1.99
3878,162,8,0,1,1,0,2.74
3879,162,8,1,0,0,0,2.74
3880,162,9,0,0,0,0,1.49
3881,162,9,1,0,0,0,1.49
3882,162,10,0,1,1,0,0.74
3883,162,10,1,0,1,0,0.74
3884,162,11,0,1,0,0,0.99
3885,162,11,1,1,0,0,0.99
3886,162,12,0,1,1,0,0.24
3887,162,12,1,1,0,0,0.24
3888,163,1,0,0,0,0,2.99
3889,163,1,1,0,0,0,2.99
3890,163,2,0,1,0,0,2.99
3891,163,2,1,1,1,0,2.99
3892,163,3,0,0,1,0,2.49
3893,163,3,1,0,0,0,2.49
3894,163,4,0,0,0,0,2.99
3895,163,4,1,1,0,0,2.99
3896,163,5,0,1,0,0,2.99
3897,163,5,1,1,0,0,2.99
3898,163,6,0,0,1,0,1.24
3899,163,6,1,1,1,0,1.24
3900,163,7,0,0,0,0,0.99
3901,163,7,1,1,0,0,0.99
3902,163,8,0,1,1,0,0.49
3903,163,8,1,0,0,0,0.49
3904,163,9,0,1,1,0,1.74
3905,163,9,1,0,1,0,1.74
3906,163,10,0,1,0,0,0.99
3907,163,10,1,0,0,0,0.99
3908,163,11,0,1,1,0,1.74
3909,163,11,1,0,1,0,1.74
3910,163,12,0,1,0,0,1.74
3911,163,12,1,1,1,0,1.74
3912,164,1,0,0,0,0,2.74
3913,164,1,1,0,1,0,2.74
3914,164,2,0,0,0,0,0.74
3915,164,2,1,0,0,0,0.74
3916,164,3,0,0,0,0,1.74
3917,164,3,1,0,1,0,1.74
3918,164,4,0,0,1,0,2.24
3919,164,4,1,1,0,0,2.24
3920,164,5,0,0,1,0,1.99
3921,164,5,1,0,0,0,1.99
3922,164,6,1,1,1,0,1.99
3923,164,6,1,1,1,0,1.99
3924,164,7,0,1,1,0,0.24
3925,164,7,1,0,1,0,0.24
3926,164,8,0,0,0,0,0.99
3927,164,8,1,1,1,0,0.99
3928,164,9,0,1,0,0,1.49
3929,164,9,1,0,0,0,1.49
3930,164,10,0,1,0,0,2.24
3931,164,10,1,1,1,0,2.24
3932,164,11,0,0,0,0,2.74
3933,164,11,1,0,0,0,2.74
3934,164,12,0,0,0,0,0.99
3935,164,12,1,1,0,0,0.99
3936,165,1,0,1,0,0,2.24
3937,165,1,1,1,0,0,2.24
3938,165,2,0,1,0,0,0.49
3939,165,2,1,0,0,0,0.49
3940,165,3,0,1,1,0,1.99
3941,165,3,1,0,1,0,1.99
3942,165,4,0,1,1,0,2.74
3943,165,4,1,0,0,0,2.74
3944,165,5,0,0,0,0,0.49
3945,165,5,1,1,1,0,0.49
3946,165,6,0,0,0,0,1.24
3947,165,6,1,1,1,0,1.24
3948,165,7,0,0,0,0,2.49
3949,165,7,1,0,0,0,2.49
3950,165,8,0,1,1,0,1.24
3951,165,8,1,0,1,0,1.24
3952,165,9,0,1,1,0,1.24
3953,165,9,1,1,1,0,1.24
3954,165,10,0,0,0,0,1.99
3955,165,10,1,1,1,0,1.99
3956,165,11,0,1,0,0,2.24
3957,165,11,1,1,0,0,2.24
3958,165,12,0,1,0,0,2.49
3959,165,12,1,1,0,0,2.49
3960,166,1,0,1,0,0,2.99
3961,166,1,1,0,0,0,2.99
3962,166,2,0,0,0,0,0.74
3963,166,2,1,0,1,0,0.74
3964,166,3,0,1,0,0,1.24
3965,166,3,1,0,0,0,1.24
3966,166,4,0,0,0,0,1.24
3967,166,4,1,1,1,0,1.24
3968,166,5,0,0,1,0,1.74
3969,166,5,1,0,1,0,1.74
3970,166,6,0,0,1,0,1.24
3971,166,6,1,1,1,0,1.24
3972,166,7,0,0,1,0,1.99
3973,166,7,1,1,0,0,1.99
3974,166,8,0,0,0,0,0.49
3975,166,8,1,0,1,0,0.49
3976,166,9,0,1,1,0,2.99
3977,166,9,1,0,0,0,2.99
3978,166,10,0,0,1,0,2.99
3979,166,10,1,0,1,0,2.99
3980,166,11,0,1,1,0,0.74
3981,166,11,1,1,0,0,0.74
3982,166,12,0,1,1,0,2.99
3983,166,12,1,0,1,0,2.99
3984,167,1,0,0,1,0,2.24
3985,167,1,1,0,1,0,2.24
3986,167,2,0,0,0,0,1.24
3987,167,2,1,0,0,0,1.24
3988,167,3,0,1,1,0,1.99
3989,167,3,1,1,0,0,1.99
3990,167,4,0,0,0,0,2.24
3991,167,4,1,0,1,0,2.24
3992,167,5,0,0,1,0,0.24
3993,167,5,1,0,0,0,0.24
3994,167,6,0,0,1,0,0.24
3995,167,6,1,1,1,0,0.24
3996,167,7,0,1,0,0,0.74
3997,167,7,1,0,1,0,0.74
3998,167,8,0,1,0,0,0.74
3999,167,8,1,1,1,0,0.74
4000,167,9,0,0,1,0,0.49
4001,167,9,1,0,1,0,0.49
4002,167,10,0,1,1,0,1.49
4003,167,10,1,0,0,0,1.49
4004,167,11,0,0,0,0,1.74
4005,167,11,1,0,1,0,1.74
4006,167,12,0,0,0,0,0.74
4007,167,12,1,1,1,0,0.74
4008,168,1,0,1,1,0,1.24
4009,168,1,1,1,0,0,1.24
4010,168,2,0,1,0,0,1.99
4011,168,2,1,0,1,0,1.99
4012,168,3,0,0,0,0,1.99
4013,168,3,1,0,1,0,1.99
4014,168,4,0,0,0,0,1.24
4015,168,4,1,1,1,0,1.24
4016,168,5,0,0,0,0,2.74
4017,168,5,1,0,0,0,2.74
4018,168,6,0,1,0,0,2.24
4019,168,6,1,0,1,0,2.24
4020,168,7,0,1,1,0,1.74
4021,168,7,1,1,1,0,1.74
4022,168,8,0,1,0,0,1.74
4023,168,8,1,1,1,0,1.74
4024,168,9,0,0,1,0,1.49
4025,168,9,1,1,1,0,1.49
4026,168,10,0,0,0,0,0.99
4027,168,10,1,0,1,0,0.99
4028,168,11,0,0,1,0,2.24
4029,168,11,1,1,0,0,2.24
4030,168,12,0,1,1,0,0.24
4031,168,12,1,1,0,0,0.24
4032,169,1,0,0,1,0,0.74
4033,169,1,1,1,1,0,0.74
4034,169,2,0,1,0,0,1.74
4035,169,2,1,1,1,0,1.74
4036,169,3,0,0,0,0,0.49
4037,169,3,1,1,1,0,0.49
4038,169,4,0,0,1,0,0.99
4039,169,4,1,0,1,0,0.99
4040,169,5,0,1,0,0,2.74
4041,169,5,1,0,0,0,2.74
4042,169,6,0,0,0,0,2.99
4043,169,6,1,1,1,0,2.99
4044,169,7,0,0,0,0,2.99
4045,169,7,1,1,0,0,2.99
4046,169,8,0,0,0,0,1.99
4047,169,8,1,0,0,0,1.99
4048,169,9,0,1,0,0,1.74
4049,169,9,1,0,1,0,1.74
4050,169,10,0,0,0,0,1.99
4051,169,10,1,1,1,0,1.99
4052,169,11,0,0,0,0,1.49
4053,169,11,1,1,1,0,1.49
4054,169,12,0,1,0,0,2.74
4055,169,12,1,1,1,0,2.74
4056,170,1,0,1,0,0,0.49
4057,170,1,1,1,1,0,0.49
4058,170,2,0,1,0,0,0.24
4059,170,2,1,0,0,0,0.24
4060,170,3,0,0,1,0,1.74
4061,170,3,1,0,1,0,1.74
4062,170,4,0,1,1,0,1.24
4063,170,4,1,1,0,0,1.24
4064,170,5,0,1,0,0,1.74
4065,170,5,1,0,0,0,1.74
4066,170,6,0,1,0,0,2.99
4067,170,6,1,0,0,0,2.99
4068,170,7,0,1,0,0,2.74
4069,170,7,1,1,1,0,2.74
4070,170,8,0,0,1,0,0.49
4071,170,8,1,1,0,0,0.49
4072,170,9,0,0,1,0,1.74
4073,170,9,1,0,0,0,1.74
4074,170,10,0,1,0,0,1.74
4075,170,10,1,0,1,0,1.74
4076,170,11,0,0,1,0,2.24
4077,170,11,1,0,1,0,2.24
4078,170,12,0,1,0,0,2.24
4079,170,12,1,1,0,0,2.24
4080,171,1,0,1,1,0,0.49
4081,171,1,1,1,0,0,0.49
4082,171,2,0,1,1,0,2.49
4083,171,2,1,1,0,0,2.49
4084,171,3,0,0,1,0,2.74
4085,171,3,1,0,0,0,2.74
4086,171,4,0,1,0,0,2.99
4087,171,4,1,0,0,0,2.99
4088,171,5,0,0,1,0,0.99
4089,171,5,1,1,0,0,0.99
4090,171,6,0,1,0,0,2.99
4091,171,6,1,1,0,0,2.99
4092,171,7,0,0,1,0,0.49
4093,171,7,1,0,0,0,0.49
4094,171,8,0,0,1,0,1.74
4095,171,8,1,0,1,0,1.74
4096,171,9,0,1,0,0,1.99
4097,171,9,1,0,1,0,1.99
4098,171,10,0,0,0,0,0.49
4099,171,10,1,1,0,0,0.49
4100,171,11,0,0,0,0,1.49
4101,171,11,1,1,0,0,1.49
4102,171,12,0,0,0,0,1.99
4103,171,12,1,1,0,0,1.99
4104,172,1,0,0,0,0,2.99
4105,172,1,1,0,1,0,2.99
4106,172,2,0,0,0,0,2.74
4107,172,2,1,0,0,0,2.74
4108,172,3,0,0,0,0,1.99
4109,172,3,1,1,0,0,1.99
4110,172,4,0,0,1,0,1.74
4111,172,4,1,0,1,0,1.74
4112,172,5,0,1,0,0,1.74
4113,172,5,1,0,1,0,1.74
4114,172,6,0,0,1,0,2.49
4115,172,6,1,0,0,0,2.49
4116,172,7,0,1,0,0,0.99
4117,172,7,1,0,0,0,0.99
4118,172,8,0,1,1,0,2.99
4119,172,8,1,0,0,0,2.99
4120,172,9,0,0,0,0,1.74
4121,172,9,1,0,0,0,1.74
4122,172,10,0,0,0,0,1.99
4123,172,10,1,0,1,0,1.99
4124,172,11,0,1,0,0,1.49
4125,172,11,1,0,0,0,1.49
4126,172,12,0,1,0,0,2.74
4127,172,12,1,0,0,0,2.74
4128,173,1,0,0,0,0,2.74
4129,173,1,1,1,1,0,2.74
4130,173,2,0,0,1,0,1.99
4131,173,2,1,0,1,0,1.99
4132,173,3,0,1,0,0,2.74
4133,173,3,1,0,1,0,2.74
4134,173,4,0,1,1,0,2.24
4135,173,4,1,1,1,0,2.24
4136,173,5,0,1,1,0,0.99
4137,173,5,1,1,0,0,0.99
4138,173,6,0,1,0,0,1.74
4139,173,6,1,0,1,0,1.74
4140,173,7,0,1,0,0,2.99
4141,173,7,1,1,1,0,2.99
4142,173,8,0,0,0,0,2.24
4143,173,8,1,0,1,0,2.24
4144,173,9,0,0,0,0,0.24
4145,173,9,1,1,0,0,0.24
4146,173,10,0,1,0,0,2.74
4147,173,10,1,1,1,0,2.74
4148,173,11,0,0,1,0,1.99
4149,173,11,1,1,1,0,1.99
4150,173,12,0,0,0,0,0.74
4151,173,12,1,0,0,0,0.74
4152,174,1,0,0,1,0,1.99
4153,174,1,1,1,1,0,1.99
4154,174,2,0,0,0,0,1.24
4155,174,2,1,0,0,0,1.24
4156,174,3,0,0,0,0,2.49
4157,174,3,1,0,1,0,2.49
4158,174,4,0,1,0,0,1.24
4159,174,4,1,0,1,0,1.24
4160,174,5,0,0,1,0,0.99
4161,174,5,1,1,0,0,0.99
4162,174,6,0,0,1,0,0.74
4163,174,6,1,1,1,0,0.74
4164,174,7,0,1,1,0,1.74
4165,174,7,1,1,1,0,1.74
4166,174,8,0,1,1,0,0.99
4167,174,8,1,0,1,0,0.99
4168,174,9,0,1,0,0,0.99
4169,174,9,1,0,1,0,0.99
4170,174,10,0,1,0,0,1.99
4171,174,10,1,1,1,0,1.99
4172,174,11,0,0,1,0,0.24
4173,174,11,1,0,1,0,0.24
4174,174,12,0,1,0,0,2.99
4175,174,12,1,1,1,0,2.99
4176,175,1,0,1,1,0,0.99
4177,175,1,1,0,1,0,0.99
4178,175,2,0,0,1,0,2.74
4179,175,2,1,0,1,0,2.74
4180,175,3,0,1,1,0,1.74
4181,175,3,1,0,1,0,1.74
4182,175,4,0,1,1,0,2.24
4183,175,4,1,0,0,0,2.24
4184,175,5,0,0,0,0,0.99
4185,175,5,1,1,1,0,0.99
4186,175,6,0,1,0,0,2.24
4187,175,6,1,0,0,0,2.24
4188,175,7,0,1,1,0,0.49
